Year,Adult Mortality,infant deaths,Alcohol,Hepatitis B,Measles , BMI ,under-five deaths ,Polio,Diphtheria , HIV/AIDS,Population,Life expectancy 
2013,187,1000,3.11,7,13822,17.5,1300,82,83,0.2,127856227,67.6
2012,19,1100,3.1,73,18668,17,1400,79,82,0.2,126365852,67.3
2011,193,1100,3,44,33634,16.4,1500,79,82,0.2,124723629,66.8
2010,196,1200,2.77,38,31458,15.9,1600,76,79,0.2,12398691,66.4
2009,2,1300,2.5,37,56188,15.4,1700,73,74,0.2,121427132,66
2008,23,1300,1.93,29,44258,14.9,1800,69,7,0.3,119714696,65.5
2007,26,1400,1.59,6,41144,14.4,1900,67,64,0.3,1179681239,65.2
2006,28,1500,1.37,6,64185,13.9,2000,66,65,0.3,1161977719,64.8
2005,211,1500,1.27,8,36711,13.5,2000,65,65,0.3,1144118674,64.4
2004,214,1600,1.2,6,55443,13,2100,58,63,0.3,1126135777,64
2003,216,1700,1.19,,47147,12.6,2200,57,61,0.3,11827848,63.7
2002,219,1700,1.1,,40044,12.2,2300,58,59,0.3,18987112,63.3
2001,222,1800,1,,51780,11.8,2400,58,59,0.3,171477855,62.9
2000,224,1800,0.93,,38835,11.4,2500,57,58,0.3,1535912,62.5
2015,176,114,,78,15099,27.4,136,8,78,0.3,258162113,69.1
2014,179,119,0.09,78,12943,26.5,142,8,78,0.3,255131116,68.9
2013,181,124,0.09,85,8419,25.6,148,86,85,0.3,25232263,68.7
2012,183,129,0.08,83,15489,24.7,154,84,83,0.3,248883232,68.5
2011,185,134,0.08,81,21893,23.8,161,81,81,0.3,24577511,68.3
2010,187,138,0.08,83,18869,22.9,167,82,81,0.3,242524123,68.1
2009,189,143,0.08,82,20818,22.1,174,85,78,0.3,23934478,67.9
2008,189,149,0.07,82,15369,21.3,181,83,77,0.2,236159276,67.7
2007,19,154,0.06,76,19456,2.5,188,77,73,0.2,232989141,67.5
2006,191,159,0.06,66,20422,19.7,194,78,72,0.1,22983822,67.3
2005,19,163,0.06,65,15853,19,201,79,72,0.1,22671273,67.2
2004,213,174,0.06,64,29171,18.2,237,79,71,0.1,223614649,65.3
2003,189,173,0.05,64,24457,17.5,215,8,71,0.1,22545214,66.9
2002,189,177,0.05,63,14492,16.7,222,8,7,0.1,2175859,66.7
2001,188,182,0.06,62,3825,16,229,77,76,0.1,2145652,66.5
2000,188,187,0.06,65,3344,15.4,237,72,75,0.1,21154429,66.3
2015,83,18,,98,615,59.7,21,98,98,0.1,,75.5
2014,83,19,0.01,99,99,58.5,22,99,99,0.1,,75.4
2013,83,20,0.01,99,189,57.2,23,98,98,0.1,,75.3
2012,85,21,0.01,98,332,56,24,99,99,0.1,,75.1
2011,93,22,0.03,99,73,54.8,25,99,99,0.1,,74.7
2010,16,22,0.03,99,538,53.6,26,99,99,0.1,,74.1
2009,122,23,0.03,99,262,52.5,27,99,99,0.1,,73.3
2008,135,24,0.02,99,127,51.4,28,99,99,0.1,,72.7
2007,138,25,0.02,97,133,5.4,29,98,99,0.1,,72.4
2006,139,26,0.02,98,220,49.4,30,99,98,0.1,,72.2
2005,139,27,0.01,94,7,48.5,32,95,95,0.1,,72
2004,139,28,0.01,95,3,47.6,33,98,99,0.1,,71.8
2003,154,29,0.01,98,11644,46.9,35,99,99,0.1,,75
2002,142,31,0.01,99,9554,46.2,37,99,99,0.1,,71.2
2001,146,33,0.01,94,9582,45.5,40,95,96,0.1,,78
2000,15,35,0.01,99,11874,44.9,43,99,99,0.1,,73
2015,182,32,,56,1433,59.1,38,63,58,0.1,36115649,68.9
2014,199,32,0.01,62,1317,58.5,39,67,64,0.1,3568,67.9
2013,17,32,0.01,66,669,57.8,39,7,68,0.1,33883145,69.5
2012,147,32,0.01,61,15,57.2,39,7,69,0.1,32776571,76
2011,144,32,0.17,77,15,56.5,39,8,79,0.1,3172753,77
2010,145,32,0.19,72,492,55.8,39,74,74,0.1,376271,76
2009,148,32,0.2,75,30328,55.2,39,78,78,0.1,29894652,74
2008,167,32,0.17,66,5494,54.5,38,71,69,0.1,29111417,69.3
2007,227,31,0.14,56,230,53.8,38,74,57,0.1,2839433,65.9
2006,249,31,0.03,59,474,53.2,38,63,59,0.1,27697912,64.7
2005,29,31,0.18,65,908,52.5,37,69,65,0.1,278426,66.8
2004,21,30,0.32,62,9081,51.9,37,69,74,0.1,2631669,67.2
2003,213,30,0.07,63,0,51.3,37,73,75,0.1,25627626,66.5
2002,14,30,0.15,65,0,5.6,37,76,77,0.1,24939299,74
2001,142,30,0.17,66,4088,5.1,37,8,78,0.1,24251649,72
2000,144,30,0.2,67,726,49.5,37,83,8,0.1,23565413,70
2015,64,0,,95,4,62.8,0,95,95,0.1,4676835,81.4
2014,66,0,10.75,95,33,62.1,0,96,96,0.1,4617225,81.2
2013,67,0,10.49,95,51,61.3,0,96,96,0.1,4598294,81
2012,69,0,11.49,95,107,6.5,0,95,95,0.1,4586897,85
2011,7,0,11.72,95,285,59.7,0,95,95,0.1,4576794,84
2010,68,0,11.88,46,443,58.9,0,94,94,0.1,456155,86
2009,77,0,11.41,,164,58.2,0,94,94,0.1,4535375,79.7
2008,75,0,12.66,,57,57.4,0,93,93,0.1,4489544,79.8
2007,75,0,13.59,,64,56.6,0,92,92,0.1,4398942,79.5
2006,78,0,13.44,,87,55.8,0,91,91,0.1,4273591,79
2005,78,0,13.31,,95,55.1,0,9,9,0.1,4159914,78.7
2004,82,0,13.32,,334,54.4,0,89,89,0.1,47262,78.3
2003,82,0,13.24,,584,53.6,0,86,86,0.1,3996521,78
2002,88,0,14.17,,243,52.9,0,83,83,0.1,3931947,77.4
2001,89,0,14.27,,241,52.2,0,84,84,0.1,3866243,77
2000,94,0,14.07,,0,51.5,0,86,86,0.1,385174,76.4
2015,58,0,,96,80,64.9,1,95,95,0.1,8381,82.5
2014,6,1,2.62,97,6,64.6,1,95,95,0.1,82157,82.2
2013,61,1,2.69,97,50,64.2,1,96,96,0.1,8595,82.1
2012,6,1,2.78,97,211,63.8,1,94,94,0.1,7915,81.8
2011,61,1,2.67,98,70,63.4,1,94,94,0.1,77658,81.8
2010,61,1,2.63,97,23,63,1,95,95,0.1,76236,81.7
2009,63,1,2.55,98,5,62.6,1,96,96,0.1,74856,81.5
2008,65,1,2.47,99,931,62.1,1,94,94,0.1,7388,81
2007,68,1,2.33,99,539,61.6,1,95,95,0.1,7181,84
2006,68,1,2.23,96,9,61.1,1,94,95,0.1,7537,84
2005,71,1,2.41,96,2,6.6,1,95,93,0.1,6931,80
2004,69,1,2.23,99,116,6.1,1,95,95,0.1,689,81
2003,71,1,2.32,98,124,59.6,1,93,93,0.1,66897,79.7
2002,74,1,2.47,98,2,59.2,1,91,9,0.1,657,79.3
2001,74,1,2.53,96,19,58.7,1,93,92,0.1,6439,79.3
2000,76,1,2.53,98,36,58.3,1,93,93,0.1,6289,78.9
2015,56,1,,93,159,63.6,2,93,93,0.1,673582,82.7
2014,57,2,7.56,95,0,63.1,2,95,95,0.1,678914,82.5
2013,58,2,7.35,96,0,62.6,2,96,96,0.1,6233948,82.3
2012,6,2,7.49,96,376,62.1,2,96,97,0.1,59539717,82
2011,6,2,6.98,96,5189,61.5,2,96,96,0.1,59379449,82
2010,6,2,6.95,96,372,61,2,96,96,0.1,59277417,81.8
2009,61,2,7.25,96,351,6.5,2,96,96,0.1,5995365,81.6
2008,61,2,7.96,96,1617,59.9,2,96,96,0.1,58826731,81.5
2007,63,2,8.37,97,321,59.4,2,97,97,0.1,5843831,81.3
2006,65,2,8.44,96,439,58.8,2,97,96,0.1,58143979,81.2
2005,66,2,8.65,96,135,58.2,2,97,95,0.1,57969484,88
2004,66,2,8.98,96,599,57.6,3,97,94,0.1,57685327,89
2003,72,2,9.3,95,10982,57,3,97,96,0.1,5731323,79.9
2002,72,2,9.25,95,9385,56.4,3,96,93,0.1,57597,80
2001,75,2,9.69,95,0,55.7,3,96,93,0.1,569741,79.8
2000,77,3,9.78,94,1457,55,3,97,87,0.1,5694218,79.4
2015,125,1,,91,0,54.2,1,91,91,0.5,2871934,76.2
2014,133,1,3.83,92,0,53.5,1,93,92,0.5,286287,75.8
2013,136,1,3.79,93,0,52.7,1,86,93,0.6,285187,75.6
2012,138,1,3.65,96,0,52,1,96,96,0.5,284992,75.3
2011,139,1,3.58,92,1,51.2,1,93,92,0.6,2829493,75.2
2010,138,1,3.55,94,0,5.5,1,94,94,0.5,281721,75
2009,142,1,3.33,9,0,49.7,1,9,9,0.6,28482,74.7
2008,145,1,3.51,92,2,48.9,1,91,91,0.4,279122,74.5
2007,148,1,3.64,92,0,48.1,1,94,92,0.9,2775467,74.2
2006,15,1,3.63,97,0,47.2,1,99,95,1.5,276279,74
2005,161,1,3.59,99,0,46.3,1,99,99,1.9,2744673,73.5
2004,165,1,3.67,98,0,45.4,1,97,98,2.3,2728777,73.3
2003,166,1,3.48,36,0,44.5,1,99,96,2.3,2712511,73.1
2002,167,1,3.76,,0,43.5,1,99,99,2.3,2695446,73
2001,171,1,3.89,,0,42.5,1,99,99,2.2,267711,72.7
2000,171,1,3.46,,0,41.6,1,95,93,2.2,2656864,72.6
2015,55,2,,,35,29,3,99,96,0.1,127141,83.7
2014,57,2,0.01,,462,28.6,3,99,96,0.1,127276,83.5
2013,56,2,7.55,,229,28.2,3,99,96,0.1,127445,83.5
2012,58,2,7.39,,228,27.8,3,99,97,0.1,127629,83.3
2011,64,3,7.39,,434,27.4,4,96,97,0.1,127833,82.5
2010,62,3,6.9,,450,26.9,4,98,97,0.1,1287,83
2009,64,3,7.09,,741,26.4,4,99,97,0.1,12847,83
2008,66,3,7.11,,11015,25.9,4,98,98,0.1,12863,82.7
2007,67,3,7.29,,0,25.4,4,97,98,0.1,1281,82.6
2006,68,3,7.49,,520,24.9,4,95,98,0.1,127854,82.4
2005,69,3,7.99,,0,24.4,4,95,98,0.1,127773,82
2004,68,3,7.7,,8752,23.8,4,97,99,0.1,127761,82.1
2003,7,3,7.83,,8286,23.4,5,97,97,0.1,127718,81.9
2002,7,3,7.87,,33812,22.9,5,89,96,0.1,127445,81.8
2001,72,4,8.03,,22552,22.5,5,81,95,0.1,127149,81.5
2000,74,4,7.97,,22497,22.2,5,98,85,0.1,126843,81.1
2015,112,4,,99,0,65.6,4,99,99,0.1,915932,74.1
2014,113,4,0.41,98,20,64.8,4,98,98,0.1,88936,74
2013,114,4,0.4,98,120,64,4,98,98,0.1,8413464,73.9
2012,115,4,0.41,98,3,63.2,4,98,98,0.1,7992573,73.7
2011,116,4,0.43,98,0,62.4,4,98,98,0.1,7574943,73.6
2010,117,4,0.51,98,0,61.7,4,98,98,0.1,718239,73.4
2009,118,4,0.59,98,0,6.9,4,98,98,0.1,6821116,73.3
2008,119,4,0.61,97,2,6.1,4,98,97,0.1,6489822,73.1
2007,12,4,0.6,98,41,59.3,4,98,98,0.1,6193191,73
2006,121,4,0.59,98,1,58.6,4,98,98,0.1,5934232,72.8
2005,127,4,0.55,95,28,57.8,4,95,95,0.1,5714111,72.4
2004,125,4,0.54,95,21,57,4,95,95,0.1,5535595,72.5
2003,127,4,0.54,97,76,56.3,4,97,97,0.1,5396774,72.3
2002,129,4,0.54,95,19,55.5,4,95,95,0.1,5287488,72.1
2001,131,4,0.55,97,61,54.8,4,97,99,0.1,5193482,71.9
2000,133,4,0.49,93,32,54,4,94,91,0.1,51313,71.7
2015,198,4,,98,526,53.1,5,98,98,0.1,17544126,72
2014,22,5,6.29,95,321,52.3,5,95,95,0.1,17289224,69.9
2013,28,5,6.48,99,73,51.4,6,98,98,0.1,1735275,69.5
2012,214,6,6.82,95,55,5.6,7,98,99,0.1,16791425,69.1
2011,224,7,6.63,99,127,49.9,7,99,99,0.1,165566,68.5
2010,236,7,6.83,99,4,49.2,8,98,99,0.1,16321581,67.8
2009,235,7,6.64,99,0,48.5,8,99,98,0.1,169271,67.8
2008,258,8,7.6,99,20,47.9,9,99,99,0.1,15674,66.6
2007,288,8,7.44,94,13,47.3,9,94,93,0.1,15484192,65.3
2006,295,8,7.08,99,109,46.8,9,99,99,0.1,153884,65
2005,294,8,6.94,94,16118,46.3,9,99,98,0.1,1514729,64.6
2004,287,8,6.55,99,2204,45.8,9,99,82,0.1,1512985,64.7
2003,282,8,6.58,99,24,45.3,9,99,99,0.1,149918,64.4
2002,276,8,5.99,95,18,44.8,9,95,95,0.1,14858948,64.7
2001,284,8,5.75,95,94,44.4,10,95,95,0.1,14858335,64.4
2000,292,9,6,99,245,43.9,10,96,97,0.1,14883626,63.9
2015,249,54,,89,95,22,75,83,89,2.8,47236259,63.4
2014,255,56,0.01,92,354,21.3,79,93,92,2.9,462425,62.9
2013,258,58,1.84,93,190,2.7,81,94,87,3,44826849,62.6
2012,263,59,1.81,94,0,2.1,84,94,94,3,43646629,62.1
2011,278,60,1.8,96,2395,19.5,86,97,96,3.4,42486839,61.2
2010,294,61,1.73,9,95,18.9,89,9,9,4.3,4135152,63
2009,317,62,1.86,88,1218,18.4,91,89,88,5,423724,59.1
2008,339,64,1.71,88,1282,17.9,95,88,88,6.4,39148416,57.9
2007,356,66,1.97,81,1516,17.3,100,76,81,9.1,388599,56.8
2006,388,68,1.76,8,1847,16.9,104,77,8,10.3,37525,55.3
2005,412,70,1.82,76,153,16.4,108,7,76,11.6,3648288,54.1
2004,432,72,1.43,73,20,15.9,112,73,73,13.2,3574931,53
2003,437,74,1.49,73,65,15.5,115,75,73,14.5,3413852,52.4
2002,437,76,1.66,84,766,15.1,118,83,84,15.7,332149,52.1
2001,434,77,1.63,,11304,14.7,120,77,8,16.9,32321482,51.9
2000,428,77,1.51,,21002,14.4,121,8,82,18.1,3145483,51.9
2015,198,0,,82,0,77.6,0,8,78,0.1,11247,66.3
2014,2,0,0.01,75,0,77.1,0,79,75,0.1,11458,66.1
2013,22,0,0.01,95,0,76.7,0,91,95,0.1,18535,65.8
2012,24,0,0.01,94,0,76.2,0,92,94,0.1,16613,65.7
2011,26,0,0.53,95,0,75.7,0,95,99,0.1,14656,65.5
2010,27,0,0.48,91,0,75.2,0,95,91,0.1,12652,65.3
2009,28,0,0.54,86,0,74.6,0,84,86,0.1,1568,65.2
2008,21,0,0.46,83,0,74.1,0,74,82,0.1,9844,65.1
2007,211,0,0.68,96,0,73.4,0,93,94,0.1,96311,65
2006,212,0,0.76,88,0,72.8,0,86,86,0.1,9426,65
2005,213,0,0.6,5,0,72.1,0,74,79,0.1,92325,64.9
2004,214,0,0.48,67,0,71.4,0,61,62,0.1,9542,64.8
2003,215,0,0.5,73,0,7.6,0,79,7,0.1,88895,64.7
2002,217,0,0.49,79,0,69.7,0,96,77,0.1,87343,64.6
2001,219,0,0.6,85,0,68.8,0,88,85,0.1,85858,64.3
2000,222,0,0.46,9,0,67.9,0,9,9,0.1,8446,64.1
2015,81,0,,99,18,71.4,1,99,99,0.1,,74.7
2014,82,0,0.01,96,55,7.8,1,94,95,0.1,,74.6
2013,83,1,0.01,99,62,7.2,1,99,99,0.1,,74.5
2012,84,1,0.01,98,27,69.5,1,98,98,0.1,,74.3
2011,85,1,0.02,99,32,69,1,99,99,0.1,,74.2
2010,86,1,0.01,99,13,68.4,1,98,98,0.1,,74
2009,87,1,0.1,99,0,67.9,1,99,99,0.1,,73.9
2008,88,1,0.03,99,0,67.5,1,99,99,0.1,,73.8
2007,89,1,0.03,99,0,67.1,1,99,99,0.1,,73.7
2006,89,1,0.01,99,0,66.7,1,99,99,0.1,,73.6
2005,9,0,0.01,99,10,66.3,1,99,99,0.1,,73.6
2004,91,0,0.02,94,23,65.9,1,98,98,0.1,,73.5
2003,93,0,0.03,99,0,65.5,1,99,99,0.1,,73.4
2002,94,0,0.01,99,0,65,1,99,99,0.1,,73.3
2001,95,0,0.01,99,0,64.5,1,99,99,0.1,,73.2
2000,96,0,0.01,95,6,64,1,94,98,0.1,,73.2
2015,166,3,,97,17779,44.9,3,97,97,0.1,,71.1
2014,17,3,0.01,96,318,43.9,4,95,96,0.1,,78
2013,174,3,0.01,97,1,43,4,97,97,0.1,,77
2012,18,3,0.01,96,0,42.2,4,94,96,0.1,,69.9
2011,188,4,3.28,96,222,41.4,4,94,96,0.2,,69.4
2010,199,4,2.73,96,0,4.7,4,88,96,0.1,,68.8
2009,21,4,2.39,96,1,4.1,4,96,95,0.1,,68.5
2008,217,4,2.53,97,16,39.5,4,95,95,0.2,,67.6
2007,229,4,2.77,94,40,39,4,94,94,0.1,,67.2
2006,234,4,2.48,9,27,38.5,4,93,92,0.1,,66.7
2005,224,4,2.81,97,53,38,4,98,98,0.1,,66.9
2004,218,4,3.41,99,8,37.5,4,98,99,0.1,,67.1
2003,217,4,3.52,99,6,37,4,98,98,0.1,,66.6
2002,215,4,3.31,99,2,36.5,5,99,98,0.1,,66.7
2001,217,4,2.62,57,17,36,5,99,99,0.1,,67.2
2000,225,4,2.13,44,16,35.6,5,99,99,0.1,,66.6
2015,194,8,,89,56,21.7,11,89,89,0.2,,65.7
2014,199,8,0.01,88,339,2.9,11,88,88,0.2,,65.3
2013,23,9,0.01,87,71,2.1,12,86,87,0.3,,64.9
2012,28,9,0.01,79,32,19.4,12,78,79,0.3,,64.4
2011,213,9,5.39,78,113,18.7,13,79,78,0.3,,64
2010,218,10,5.95,74,153,18,13,76,74,0.3,,63.6
2009,223,10,5.18,67,78,17.3,14,67,67,0.2,,63.1
2008,228,10,5.1,61,174,16.7,14,6,61,0.2,,62.6
2007,234,11,5,5,1678,16.1,15,46,5,0.2,,62.1
2006,24,11,3.69,57,58,15.5,15,56,57,0.2,,61.5
2005,246,11,3.68,49,295,14.9,16,5,49,0.2,,61
2004,252,12,3.53,45,1491,14.4,16,46,45,0.2,,64
2003,259,12,3.41,5,1810,13.8,17,52,49,0.1,,59.8
2002,265,13,3.33,,2070,13.3,18,55,53,0.1,,59.3
2001,271,13,3.13,,94,12.7,19,55,52,0.1,,58.7
2000,278,14,5.16,,332,12.3,20,57,51,0.1,,58.1
2015,153,0,,94,0,61.2,0,95,95,0.1,1977527,74.6
2014,156,0,0.01,92,36,6.7,0,92,92,0.1,1993782,74.4
2013,161,0,10.37,94,0,6.2,0,94,94,0.1,212647,74.1
2012,163,0,10.21,9,3,59.8,0,91,91,0.1,234319,73.8
2011,169,0,10.14,89,1,59.4,0,92,92,0.1,25979,73.6
2010,18,0,9.8,91,0,58.9,0,92,92,0.1,297555,72.8
2009,184,0,9.85,92,0,58.5,0,94,94,0.1,2141669,72.6
2008,199,0,11.84,93,3,58.1,0,94,94,0.1,2177322,71.9
2007,221,0,12.12,91,0,57.7,0,94,94,0.1,22325,78
2006,229,0,10.4,94,7,57.4,0,96,96,0.1,2218357,75
2005,216,0,9.92,99,2,57,0,99,99,0.1,2238799,76
2004,26,0,8.81,98,0,56.6,0,99,99,0.1,2263122,71
2003,29,0,8.24,98,0,56.3,0,98,98,0.1,2287955,78
2002,219,0,7.44,98,0,56,0,98,97,0.1,231173,73
2001,228,0,6.68,96,1,55.7,0,97,97,0.1,233717,69.9
2000,218,0,7.13,95,0,55.4,0,96,96,0.1,236755,71
2015,98,1,,81,39,66.1,1,75,81,0.1,5851479,74.9
2014,99,1,1.32,81,112,65.4,1,75,81,0.1,563279,74.8
2013,97,1,1.29,81,1761,64.9,1,75,81,0.1,527612,74.9
2012,93,1,1.53,81,9,64.4,1,75,81,0.1,491644,75
2011,93,1,1.57,81,9,64,1,75,81,0.1,4588368,75
2010,94,1,1.58,81,12,63.5,1,75,81,0.1,4337141,74.9
2009,95,1,1.62,81,22,63,1,75,81,0.1,4183156,74.7
2008,98,1,1.67,81,24,62.5,1,75,81,0.1,411147,74.5
2007,98,1,1.72,8,373,61.9,1,75,8,0.1,486466,74.4
2006,1,1,1.82,78,956,61.4,1,75,78,0.1,45735,74.1
2005,11,1,1.94,77,618,6.8,1,74,77,0.1,3986852,73.9
2004,13,1,2.1,75,213,6.2,1,74,75,0.1,3863267,73.7
2003,15,1,2.19,74,526,59.7,1,74,74,0.1,371464,73.5
2002,17,1,1.98,77,36,59.1,1,77,77,0.1,3522837,73.2
2001,11,1,2.19,8,8,58.6,1,8,8,0.1,3359859,73
2000,112,1,2.26,83,5,57.9,1,83,83,0.1,3235366,72.7
2015,484,4,,93,0,32.6,6,9,93,9.3,2174645,53.7
2014,522,4,0.01,93,0,32,6,9,93,9.4,2145785,52.1
2013,518,4,0.01,93,516,31.4,6,9,93,9.6,2117361,52.1
2012,513,4,0.01,95,179,3.8,6,93,95,9,289928,52.2
2011,52,4,2.39,96,172,3.2,6,95,96,10.5,264166,52.3
2010,527,4,2.71,93,2488,29.7,6,92,93,13.4,24551,51.1
2009,566,4,2.75,91,0,29.2,6,89,91,18.2,21929,49.4
2008,592,5,2.75,88,0,28.8,6,86,88,27.3,199993,47.8
2007,633,4,2.69,9,2,28.3,6,87,88,30,1982287,46.2
2006,654,5,2.61,91,1,27.9,6,88,89,34.1,1965662,45.3
2005,675,5,2.67,87,0,27.4,6,88,89,34.8,1949543,44.5
2004,666,5,1.8,6,31,26.9,7,89,9,34.6,1933728,44.8
2003,648,5,1.99,17,1,26.4,7,9,9,33.8,191897,45.5
2002,622,5,2.95,,0,25.9,7,84,84,32.5,192312,46.4
2001,586,5,2.86,,217,25.4,7,78,78,31.2,1885955,47.8
2000,543,5,3.1,,660,24.9,7,82,83,29.8,1868699,49.3
2015,259,8,,52,1060,27.3,11,52,52,0.9,4499621,61.4
2014,329,8,0.01,5,34,26.7,11,49,5,0.9,439737,58.1
2013,258,9,0.01,76,0,26.1,11,75,76,1.1,4286291,61.1
2012,261,9,0.01,8,43,25.6,12,8,8,1.2,4181563,67
2011,266,9,3.72,77,279,25,12,77,77,1.5,47167,62
2010,272,9,3.64,47,2200,24.5,13,71,7,1.8,3948125,59.7
2009,277,10,3.75,64,6,24,13,84,81,2.1,3811528,59.2
2008,281,10,3.88,64,1,23.4,14,79,75,2.4,3662993,58.6
2007,286,10,4.03,,1,22.9,14,67,65,2.8,3512932,57.9
2006,32,11,4.05,,20,22.4,15,66,6,3,3375838,56.7
2005,316,12,4.19,,8,22,16,66,6,3.1,326123,55.3
2004,329,12,4.24,,4,21.5,17,47,31,3.2,3176414,54
2003,42,13,4.21,,142,21.1,18,49,35,3.2,3116233,50
2002,371,13,4.27,,131,2.7,19,51,39,3.1,362863,56
2001,333,14,4.4,,1379,2.4,20,54,42,3.1,2991132,51.5
2000,39,14,4.46,,5977,2.2,20,56,46,3.1,2884522,51.9
2015,138,1,,97,82,64.8,2,97,97,0.1,,72.7
2014,143,2,0.01,94,372,63.8,2,94,94,0.1,,72.4
2013,134,2,0.01,96,0,62.8,2,96,96,0.1,,72.9
2012,133,2,0.01,98,320,61.8,2,98,98,0.1,,72.9
2011,161,2,0.01,98,0,6.9,2,98,98,0.1,,71.3
2010,132,2,0.01,98,0,59.9,2,98,98,0.1,,72.8
2009,132,2,0.01,98,329,59,2,98,98,0.1,,72.7
2008,132,2,0.01,98,8,58.2,2,98,98,0.1,,72.6
2007,132,2,0.01,98,59,57.4,3,98,98,0.1,,72.5
2006,134,2,0.01,98,1,56.7,3,98,98,0.1,,72.2
2005,138,2,0.01,97,292,56,3,98,98,0.1,,71.9
2004,141,2,0.01,99,2771,55.3,3,97,97,0.1,,71.5
2003,144,3,0.01,96,0,54.6,3,95,95,0.1,,71.3
2002,146,3,0.01,91,3890,54,3,93,93,0.1,,71.1
2001,147,3,0.01,93,633,53.4,3,94,94,0.1,,71
2000,148,3,0.01,92,0,52.8,3,94,94,0.1,,78
2015,165,0,,94,50,62.4,0,93,93,0.1,29491,73.6
2014,169,0,15.19,94,11,61.9,0,93,93,0.1,2932367,73.4
2013,178,0,15.04,93,35,61.4,0,93,93,0.1,2957689,73
2012,176,0,15.14,93,0,6.9,0,93,93,0.1,2987773,73
2011,18,0,12.66,95,7,6.5,0,92,92,0.1,328115,72.8
2010,188,0,12.9,94,2,6,0,95,95,0.1,397282,72.4
2009,192,0,12.4,95,0,59.7,0,98,98,0.1,3162916,72.2
2008,224,0,13.3,96,1,59.3,0,96,96,0.1,3198231,71.1
2007,24,0,13.4,96,0,59,0,95,95,0.1,3231294,72
2006,229,0,12.7,95,1,58.7,0,94,94,0.1,326999,76
2005,222,0,12.3,95,1,58.4,0,93,94,0.1,3322528,78
2004,24,0,12.1,94,1,58.1,0,9,94,0.1,337775,71.6
2003,22,0,11.29,95,1,57.8,0,91,94,0.1,3415213,71.6
2002,22,0,11,94,103,57.5,0,97,95,0.1,344367,71.4
2001,21,0,10.2,95,7,57.2,0,97,95,0.1,347818,71.2
2000,2,0,9.87,98,19,56.9,0,92,94,0.1,3499536,71.6
2015,63,0,,94,0,61.3,0,99,99,0.1,56964,82
2014,65,0,11.12,94,0,6.9,0,99,99,0.1,556319,81.7
2013,68,0,11.02,94,0,6.5,0,99,99,0.1,54336,81.4
2012,7,0,11.34,94,2,6.1,0,99,99,0.1,53946,81.1
2011,72,0,11.5,95,6,59.6,0,96,99,0.1,518347,88
2010,73,0,11.36,94,0,59.2,0,96,99,0.1,56953,86
2009,76,0,11.42,95,0,58.8,0,96,99,0.1,497783,83
2008,8,0,11.53,94,1,58.4,0,96,99,0.1,48865,80
2007,82,0,11.75,87,0,57.9,0,96,99,0.1,479993,79.7
2006,85,0,11.98,95,8,57.5,0,99,99,0.1,472637,79.4
2005,9,0,11.84,95,0,57,0,99,99,0.1,465158,78.8
2004,92,0,12.42,94,0,56.4,0,99,99,0.1,45895,78.7
2003,92,0,12.61,95,1,55.8,0,99,98,0.1,45163,78.6
2002,95,0,12.91,95,0,55.2,0,99,99,0.1,446175,78.3
2001,96,0,12.89,86,0,54.6,0,99,99,0.1,441525,78
2000,98,0,13.14,77,0,54,0,99,99,0.1,4363,77.8
2015,22,28,,69,3,2.5,38,71,69,0.3,2423488,65.5
2014,225,29,0.01,73,3,2,39,73,73,0.3,2358981,65.1
2013,23,29,0.87,74,6,19.5,40,73,74,0.4,22961146,64.7
2012,235,30,0.87,7,2,19,42,71,7,0.4,22346573,64.3
2011,241,31,0.97,73,0,18.5,43,73,73,0.4,21743949,63.8
2010,248,32,1.03,7,1,18,45,7,7,0.5,2115164,63.3
2009,254,33,0.91,77,0,17.6,47,76,77,0.5,2569121,62.8
2008,259,34,0.68,77,3,17.1,49,77,77,0.5,19996469,62.3
2007,261,35,0.71,84,0,16.7,51,83,84,0.6,19433523,61.9
2006,263,36,0.68,82,2,16.3,54,83,85,0.6,1888268,61.4
2005,265,37,0.72,81,0,15.8,56,8,85,0.6,18336724,69
2004,267,38,0.81,71,35558,15.4,58,74,78,0.6,1782997,64
2003,268,40,0.93,61,62233,15,60,65,66,0.7,17279141,59.9
2002,271,41,0.9,51,10795,14.7,63,61,62,0.7,16765117,59.3
2001,276,42,1.05,,9357,14.3,65,6,6,0.7,1626932,58.7
2000,283,44,1.16,,35256,13.9,68,58,57,0.6,1576686,57.9
2015,365,26,,88,0,19.6,38,88,88,4.8,1757367,58.3
2014,377,27,0.01,91,3,19.2,40,87,91,5.1,1768838,57.6
2013,394,29,0.01,89,1,18.8,42,89,89,6.3,16577147,56.7
2012,42,31,0.01,96,11,18.4,46,95,96,8.3,169735,55.3
2011,441,32,1.23,97,26,18,50,97,97,11.2,15627618,54.1
2010,462,35,1.08,93,118712,17.6,54,86,93,13.7,1516795,52.9
2009,491,36,1.16,93,21,17.3,56,93,93,14.9,1471462,51.5
2008,525,36,1.27,91,20,16.9,58,92,91,16.9,14271234,50
2007,559,37,1.18,87,143,16.6,59,88,87,19.3,1384969,48.5
2006,587,38,1.18,99,1,16.2,61,99,99,21.1,13429262,47.1
2005,66,39,1.04,93,184,15.9,62,94,93,22.4,1339711,46
2004,615,40,1.11,89,1116,15.5,65,94,89,23.4,1267638,45.1
